Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,51265,51265.000,862,1429,1888,2391,2790,3962,5090,9161,39712
1,52327,52327.000,787,1274,1728,2384,2911,4446,5745,9165,33236
2,50276,50276.000,784,1295,1789,2482,3048,4707,6040,9434,61359
3,48501,48501.000,791,1357,1926,2575,3171,4772,6018,9507,74679
4,45577,45577.000,785,1426,2064,2740,3407,5067,6446,10255,45714
5,43138,43138.000,772,1541,2267,2893,3649,5244,6712,10240,29679
6,40722,40722.000,778,1553,2321,3069,3797,5742,7626,11955,39773
7,36524,36524.000,785,1454,2337,3418,4181,7001,9329,16067,45475
8,35811,35811.000,764,1589,2476,3492,4213,6986,9563,15882,42209
9,36699,36699.000,793,1730,2587,3406,4078,6320,8574,14403,48730
10,36120,36120.000,778,1646,2484,3452,3967,6606,9476,16670,100075
11,34242,34242.000,787,1571,2454,3655,4240,7604,10623,18248,56397
12,34191,34191.000,766,1551,2424,3651,4342,7556,10644,17643,40531
13,34354,34354.000,780,1549,2338,3635,3976,7476,11007,20551,58714
14,34154,34154.000,780,1506,2229,3670,3818,8059,12186,21008,59843
15,33661,33661.000,761,1451,2157,3701,3854,8416,12668,21687,56251
16,33672,33672.000,767,1465,2156,3712,3801,8468,12667,21659,55845
17,33549,33549.000,783,1399,2048,3728,3722,8953,13330,22655,65549
18,33931,33931.000,758,1410,2015,3688,3517,8708,13309,23300,93065
19,33709,33709.000,768,1398,2013,3701,3596,8736,13275,23265,59090
20,33781,33781.000,789,1388,1962,3697,3449,9020,13475,23287,61663
21,33582,33582.000,779,1349,1915,3732,3502,9304,13780,23083,131593
22,33535,33535.000,772,1365,1970,3722,3681,9187,13155,22651,64149
23,32932,32932.000,775,1319,1895,3790,3654,9632,13976,23611,67697
24,34063,34063.000,772,1319,1855,3666,3461,9100,13500,23239,62614
25,34290,34290.000,768,1323,1839,3651,3397,9172,13492,22896,184732
26,33566,33566.000,777,1273,1768,3719,3506,9592,13827,23547,84460
27,33512,33512.000,764,1269,1790,3728,3655,9562,13616,22849,87340
28,34120,34120.000,779,1277,1778,3660,3558,9289,13411,22493,58257
29,33923,33923.000,782,1262,1741,3684,3608,9498,13607,22647,64115
30,34002,34002.000,775,1241,1719,3670,3626,9450,13412,22380,80898
31,34947,34947.000,773,1223,1688,3578,3379,9236,13161,22417,65918
32,34830,34830.000,770,1228,1678,3587,3371,9289,13427,22233,303717
33,34445,34445.000,769,1218,1650,3625,3705,9432,13413,21903,55175
34,34781,34781.000,769,1205,1639,3594,3608,9306,13218,21837,52133
35,35448,35448.000,778,1192,1617,3525,3412,8952,12827,21939,103012
36,34587,34587.000,759,1175,1593,3613,3734,9403,13366,22779,73402
37,34571,34571.000,749,1163,1577,3614,3593,9386,13475,22965,264270
38,36122,36122.000,778,1174,1577,3461,3323,8909,12853,21785,298328
39,36155,36155.000,771,1178,1567,3454,3312,8828,12653,22143,97043
