Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,47634,47634.000,1067,1551,1941,2541,2782,4116,5674,10518,44307
1,51985,51985.000,936,1392,1795,2401,2933,4278,5393,8307,32807
2,50563,50563.000,951,1417,1854,2466,3016,4416,5516,8538,31906
3,48055,48055.000,972,1445,1933,2599,3184,4774,5995,9192,45433
4,45605,45605.000,945,1480,2033,2743,3415,5055,6370,9796,52393
5,42314,42314.000,950,1536,2194,2946,3658,5576,7131,10603,28503
6,41575,41575.000,963,1609,2305,3004,3709,5489,7012,10774,61387
7,40076,40076.000,974,1695,2414,3120,3797,5658,7319,11430,41352
8,38633,38633.000,973,1722,2494,3232,3949,6039,7743,11616,30579
9,37655,37655.000,971,1760,2533,3315,4017,6148,8112,12662,32463
10,36978,36978.000,969,1742,2545,3380,4068,6300,8249,13322,36234
11,36530,36530.000,964,1733,2518,3418,4072,6443,8741,14446,46607
12,36143,36143.000,952,1728,2496,3460,4006,6676,9190,15282,44543
13,35784,35784.000,972,1704,2497,3489,4091,6823,9296,15294,45932
14,36104,36104.000,962,1713,2476,3464,3963,6710,9324,15724,48010
15,34527,34527.000,966,1608,2343,3620,4055,7705,10830,17745,49230
16,35953,35953.000,956,1670,2393,3475,3886,6786,9819,17394,37964
17,35247,35247.000,972,1609,2298,3540,3877,7402,10573,18087,42794
18,35915,35915.000,963,1622,2297,3481,3788,7076,10279,17925,181476
19,35550,35550.000,958,1610,2311,3517,3877,7399,10366,17580,43623
20,34740,34740.000,948,1547,2185,3594,3860,7858,11316,18842,55717
21,35405,35405.000,949,1552,2146,3531,3623,7765,11351,18976,72143
22,35987,35987.000,959,1538,2122,3470,3525,7611,11242,19017,45747
23,35299,35299.000,952,1506,2088,3544,3618,7953,11604,19710,52190
24,36150,36150.000,961,1516,2097,3455,3635,7623,10947,18273,47265
25,35741,35741.000,955,1483,2033,3497,3598,7963,11387,19479,47494
26,36333,36333.000,950,1472,1999,3431,3391,7762,11383,19490,326178
27,36295,36295.000,949,1484,1991,3444,3410,7871,11512,19604,47973
28,36633,36633.000,943,1466,1973,3412,3430,7811,11226,18924,39685
29,36708,36708.000,936,1446,1950,3398,3399,7770,11212,19018,53091
30,36264,36264.000,946,1422,1936,3451,3494,8023,11559,19468,60324
31,36797,36797.000,959,1428,1916,3394,3412,7951,11274,18848,43595
32,37607,37607.000,955,1422,1892,3322,3278,7661,11065,18876,58021
33,37293,37293.000,957,1415,1880,3349,3336,7953,11160,18434,42558
34,37868,37868.000,961,1404,1844,3300,3177,7777,11102,19047,125553
35,35533,35533.000,955,1357,1842,3514,3617,8279,11841,20684,61648
36,37944,37944.000,961,1384,1828,3291,3279,7781,10939,18278,55577
37,36989,36989.000,955,1343,1737,3383,3280,8125,11632,20082,52313
38,38783,38783.000,950,1371,1797,3221,3215,7501,10575,17890,47632
39,38168,38168.000,944,1362,1784,3269,3229,7713,10897,18385,58091
40,38402,38402.000,965,1346,1771,3258,3154,7552,11031,19288,51260
41,39987,39987.000,956,1358,1783,3126,3108,7066,10192,18038,59612
42,39825,39825.000,954,1357,1740,3131,2978,7259,10430,18418,47196
43,40757,40757.000,948,1362,1763,3069,2989,6942,10093,17444,55972
44,41158,41158.000,955,1376,1777,3033,2941,6705,9787,17267,40521
45,40305,40305.000,949,1337,1763,3099,3111,7022,10155,17588,51612
46,41442,41442.000,953,1348,1740,3018,2911,6768,9876,17737,44644
47,41919,41919.000,963,1355,1749,2974,2944,6555,9577,16593,41946
48,42477,42477.000,959,1353,1744,2941,2871,6397,9464,17054,61850
49,41808,41808.000,954,1339,1740,2995,2909,6535,9869,17336,49186
50,42750,42750.000,951,1344,1762,2919,3012,6314,9039,15701,39440
51,43730,43730.000,960,1353,1746,2859,2861,5972,8939,16147,49625
52,44488,44488.000,967,1364,1775,2808,2878,5758,8652,14651,57750
53,43793,43793.000,947,1348,1743,2850,2842,5955,8798,16259,42760
54,45430,45430.000,957,1372,1783,2752,2828,5359,8187,14790,40414
55,44714,44714.000,968,1353,1777,2791,2944,5586,8240,14641,41710
56,46100,46100.000,961,1362,1786,2710,2876,5160,7717,14033,91931
57,46130,46130.000,961,1365,1786,2708,2885,5169,7725,13913,36985
58,46725,46725.000,956,1362,1788,2671,2912,5053,7471,13035,49188
59,46448,46448.000,964,1377,1798,2689,2879,5011,7443,14305,37348
60,46074,46074.000,955,1343,1756,2712,2860,5182,7794,14712,46329
61,44539,44539.000,944,1297,1693,2804,3020,5607,8247,15397,102063
62,47756,47756.000,959,1351,1768,2619,2893,4899,7053,12755,51780
63,47818,47818.000,960,1364,1759,2610,2782,4767,7135,13739,36050
64,48359,48359.000,957,1365,1793,2583,2928,4740,6780,11820,34223
65,47017,47017.000,958,1321,1723,2657,2985,5195,7336,12753,57008
66,48720,48720.000,966,1348,1761,2564,2901,4755,6798,11721,66519
67,48631,48631.000,948,1353,1764,2567,2890,4765,6729,11571,40320
68,49429,49429.000,960,1363,1771,2528,2792,4505,6472,11929,36898
69,49090,49090.000,963,1360,1768,2543,2894,4738,6496,11298,51149
70,49263,49263.000,965,1352,1743,2537,2877,4741,6612,11134,35187
71,49457,49457.000,958,1349,1739,2525,2851,4655,6546,11274,357247
72,50554,50554.000,953,1359,1732,2471,2734,4427,6175,11103,38281
73,51184,51184.000,958,1343,1726,2441,2800,4417,6083,10477,45943
74,50648,50648.000,952,1350,1752,2467,2822,4515,6083,10440,42857
75,48140,48140.000,961,1293,1674,2595,2916,5059,7172,12261,207364
76,50842,50842.000,959,1361,1741,2458,2680,4293,6138,11550,44226
77,50073,50073.000,958,1323,1703,2496,2894,4723,6376,10657,41500
78,50745,50745.000,970,1338,1728,2459,2845,4541,6144,10352,35534
79,51201,51201.000,946,1351,1737,2441,2819,4413,5999,10073,60136
80,51149,51149.000,961,1328,1697,2441,2764,4454,6078,10439,41666
81,52343,52343.000,941,1323,1690,2389,2775,4349,5892,9810,31057
82,51725,51725.000,961,1342,1725,2415,2790,4385,5865,9896,34404
83,51300,51300.000,963,1326,1705,2434,2820,4511,6062,9996,51880
84,52281,52281.000,962,1360,1728,2389,2673,4146,5632,9961,37134
85,52427,52427.000,960,1289,1618,2382,2731,4416,6081,10280,32374
86,52309,52309.000,960,1332,1695,2389,2776,4397,5810,9517,34381
87,51843,51843.000,960,1328,1705,2411,2804,4434,5943,9727,30024
88,53572,53572.000,954,1381,1767,2330,2665,3951,5133,8798,30008
89,53055,53055.000,968,1340,1706,2354,2717,4217,5638,9323,46248
90,48118,48118.000,957,1294,1656,2598,2922,5130,7090,12284,58839
91,52112,52112.000,948,1327,1697,2399,2786,4388,5826,9646,62259
92,53657,53657.000,970,1365,1732,2326,2649,3993,5244,9108,30679
93,52081,52081.000,952,1280,1614,2398,2740,4530,6170,10517,58105
94,53037,53037.000,966,1331,1678,2354,2734,4259,5624,9433,32127
95,49429,49429.000,954,1281,1591,2530,2705,4767,6760,12360,96321
96,51907,51907.000,961,1328,1695,2406,2732,4382,5839,9978,37398
97,53108,53108.000,959,1324,1664,2352,2707,4292,5695,9399,36114
98,52821,52821.000,960,1313,1656,2363,2730,4367,5746,9480,71594
99,53438,53438.000,970,1332,1681,2338,2723,4206,5501,9182,70572
100,52242,52242.000,958,1308,1645,2391,2668,4381,5992,10471,44026
101,52813,52813.000,941,1289,1604,2365,2724,4449,5938,9649,224469
102,53955,53955.000,972,1324,1670,2316,2712,4162,5444,9015,32886
103,53487,53487.000,961,1321,1663,2334,2705,4254,5592,9126,41894
104,54162,54162.000,962,1345,1699,2309,2610,4022,5274,9080,79127
105,51988,51988.000,951,1286,1614,2401,2795,4606,6121,9817,43163
106,53692,53692.000,946,1316,1647,2327,2722,4254,5569,9128,45196
107,53086,53086.000,959,1318,1657,2353,2721,4342,5776,9364,38079
108,54946,54946.000,963,1330,1651,2274,2498,3976,5445,9263,29864
109,53646,53646.000,952,1264,1566,2329,2649,4396,5986,9894,53488
110,53027,53027.000,972,1276,1583,2355,2745,4493,5938,9670,43470
111,53549,53549.000,966,1321,1651,2332,2687,4191,5476,9156,58335
112,56014,56014.000,970,1312,1617,2231,2534,3947,5253,8843,45553
113,54353,54353.000,956,1292,1613,2298,2677,4228,5587,8964,37651
114,53902,53902.000,961,1307,1630,2318,2720,4233,5572,9168,32741
115,53923,53923.000,964,1329,1682,2317,2663,4099,5368,8955,29368
116,56015,56015.000,943,1301,1594,2231,2515,4047,5410,8917,32722
117,55207,55207.000,955,1302,1619,2261,2665,4086,5332,8641,29190
118,55177,55177.000,964,1317,1640,2264,2656,4066,5256,8580,36976
119,54993,54993.000,950,1345,1687,2272,2566,3885,5110,8956,30165
120,54501,54501.000,955,1278,1569,2294,2587,4294,5821,9495,36665
121,53904,53904.000,963,1301,1628,2316,2704,4256,5590,9108,34565
122,54821,54821.000,950,1327,1667,2277,2673,4067,5252,8567,50907
123,55334,55334.000,951,1316,1625,2258,2496,3941,5315,9211,48657
124,55623,55623.000,954,1285,1574,2246,2591,4089,5458,9001,27051
125,53554,53554.000,948,1287,1598,2333,2709,4375,5779,9415,66359
126,55017,55017.000,955,1318,1652,2270,2663,4049,5199,8611,35688
127,56062,56062.000,950,1309,1621,2228,2526,3886,5099,8842,31654
128,55361,55361.000,951,1301,1618,2257,2658,4080,5324,8492,61280
129,55168,55168.000,966,1307,1628,2264,2672,4107,5276,8360,33945
130,54479,54479.000,949,1318,1648,2294,2619,4030,5307,9145,46332
131,52343,52343.000,958,1281,1590,2386,2697,4548,6243,10389,59909
132,54912,54912.000,950,1297,1622,2274,2650,4149,5384,8763,39057
133,55643,55643.000,968,1317,1637,2246,2642,4018,5123,8373,43130
134,55764,55764.000,969,1329,1661,2239,2541,3823,4948,8721,33298
135,55409,55409.000,962,1290,1579,2254,2591,4192,5511,8746,38366
136,55260,55260.000,952,1314,1633,2261,2634,4065,5294,8548,68937
137,54801,54801.000,955,1303,1624,2280,2653,4105,5386,8786,38789
138,56370,56370.000,947,1335,1646,2215,2501,3801,4941,8328,56342
139,56315,56315.000,958,1316,1648,2218,2599,3860,5013,8203,50134
140,54667,54667.000,948,1280,1591,2285,2665,4271,5606,8839,36326
141,55415,55415.000,953,1296,1609,2254,2640,4129,5325,8468,30144
142,55055,55055.000,961,1325,1656,2270,2600,3967,5133,8752,44562
143,55757,55757.000,965,1304,1618,2239,2615,4044,5219,8424,46553
144,55493,55493.000,969,1303,1620,2252,2655,4099,5338,8280,30008
145,54508,54508.000,963,1298,1609,2292,2634,4152,5447,9075,46674
146,57156,57156.000,962,1285,1562,2186,2478,3925,5214,8718,27159
147,56875,56875.000,964,1307,1617,2195,2554,3826,4995,8306,26670
148,56086,56086.000,954,1297,1605,2229,2615,4025,5218,8327,42049
149,55528,55528.000,955,1319,1638,2248,2532,3939,5135,8923,57451
150,55861,55861.000,964,1285,1595,2236,2626,4111,5265,8352,60453
151,55767,55767.000,962,1309,1631,2241,2639,4044,5147,8136,43761
152,56400,56400.000,945,1310,1641,2214,2622,3934,4980,7910,66302
153,56917,56917.000,967,1313,1605,2195,2421,3775,5037,8659,49468
154,57826,57826.000,952,1288,1571,2160,2479,3825,5044,8456,38978
155,53052,53052.000,953,1243,1521,2356,2669,4480,6214,10694,45370
156,55024,55024.000,978,1279,1572,2271,2632,4127,5437,8925,42628
157,55444,55444.000,959,1291,1605,2253,2641,4120,5329,8485,32853
158,55684,55684.000,959,1300,1606,2242,2624,4078,5316,8385,59300
159,55363,55363.000,953,1298,1617,2257,2669,4130,5262,8442,34362
160,54879,54879.000,949,1312,1645,2275,2578,4040,5373,8812,26897
161,57072,57072.000,968,1268,1518,2190,2420,4039,5478,8907,66056
162,56913,56913.000,965,1267,1549,2195,2598,4005,5171,8271,40551
163,56528,56528.000,964,1298,1608,2209,2620,3926,5034,8086,46499
164,56518,56518.000,969,1318,1622,2210,2493,3814,4974,8560,29589
165,56190,56190.000,953,1253,1522,2224,2533,4122,5548,9085,60877
166,55974,55974.000,956,1294,1599,2231,2608,4045,5265,8431,35544
167,56270,56270.000,953,1311,1656,2220,2630,3940,4981,8010,27521
168,56436,56436.000,957,1307,1624,2214,2519,3836,4909,8680,44087
169,56614,56614.000,951,1307,1623,2206,2596,3911,4992,8249,24274
170,55038,55038.000,953,1266,1564,2270,2644,4247,5620,8895,40699
171,56288,56288.000,956,1303,1618,2218,2540,3888,5073,8491,26021
172,58416,58416.000,963,1297,1582,2138,2458,3702,4818,8135,58973
173,56998,56998.000,954,1285,1578,2193,2567,3932,5052,8440,45652
174,57184,57184.000,948,1294,1595,2184,2566,3876,4906,8120,130520
175,56582,56582.000,958,1304,1600,2208,2510,3835,4992,8653,37345
176,57261,57261.000,958,1290,1597,2182,2583,3877,4882,7957,48055
177,56318,56318.000,953,1274,1566,2218,2585,4030,5222,8647,31229
178,55486,55486.000,965,1290,1581,2254,2604,4037,5225,9012,29444
179,57305,57305.000,972,1297,1594,2178,2481,3875,5029,8380,53420
180,55161,55161.000,962,1276,1562,2263,2581,4219,5630,8952,33176
181,56304,56304.000,953,1285,1578,2219,2613,4066,5238,8225,30961
182,57059,57059.000,960,1318,1626,2189,2479,3755,4818,8331,35190
183,57510,57510.000,947,1278,1568,2173,2545,3870,5001,8215,37104
184,56561,56561.000,946,1291,1600,2208,2585,3964,5035,8213,37669
185,54946,54946.000,961,1258,1537,2274,2605,4288,5729,9256,62362
186,57281,57281.000,962,1296,1589,2180,2445,3797,4936,8502,47004
187,58639,58639.000,955,1311,1597,2130,2463,3622,4689,8047,58575
188,57261,57261.000,958,1298,1596,2182,2557,3866,4965,7986,41048
189,55856,55856.000,951,1297,1605,2235,2578,3941,5057,8626,62267
190,57861,57861.000,951,1308,1607,2160,2499,3794,4865,7955,45858
191,57093,57093.000,947,1297,1598,2188,2568,3902,4965,8064,51082
192,56784,56784.000,972,1307,1617,2201,2592,3916,4985,7949,61041
193,57048,57048.000,963,1300,1596,2189,2472,3809,4996,8384,39404
194,59119,59119.000,967,1292,1552,2113,2400,3717,4834,7916,24138
195,55567,55567.000,958,1257,1542,2249,2611,4218,5575,8967,34066
196,56260,56260.000,958,1284,1568,2219,2588,4116,5279,8453,32290
197,55631,55631.000,961,1256,1512,2245,2429,4080,5682,9910,48413
198,58055,58055.000,969,1255,1500,2154,2420,3890,5283,8907,87594
199,57769,57769.000,953,1271,1551,2162,2530,3798,4837,7848,72654
200,55679,55679.000,957,1288,1604,2242,2579,3980,5157,8669,44833
201,58927,58927.000,958,1283,1538,2120,2357,3793,5052,8135,44842
202,58511,58511.000,957,1267,1522,2135,2446,3844,5084,8293,32223
203,56579,56579.000,959,1286,1583,2208,2603,4028,5122,8035,42811
204,57609,57609.000,965,1299,1593,2169,2434,3759,4884,8461,54692
205,57359,57359.000,974,1272,1542,2178,2552,3997,5120,8008,99423
206,56755,56755.000,953,1282,1580,2200,2574,4000,5118,8243,32237
207,56800,56800.000,974,1272,1557,2200,2599,4041,5127,8207,30057
208,57392,57392.000,956,1296,1599,2175,2531,3745,4755,8095,47902
209,57471,57471.000,963,1303,1612,2174,2572,3849,4815,7718,40384
210,55670,55670.000,948,1270,1550,2244,2613,4186,5475,8746,35816
211,56532,56532.000,957,1301,1609,2208,2526,3857,4996,8414,39956
212,58827,58827.000,949,1307,1583,2123,2423,3698,4792,7883,31686
213,57153,57153.000,964,1282,1571,2187,2576,3933,5062,8086,55018
214,56733,56733.000,959,1280,1584,2202,2566,4000,5170,8299,42664
215,50320,50320.000,957,1249,1554,2484,2708,4805,6915,12495,42888
216,55261,55261.000,966,1257,1534,2258,2592,4274,5646,8989,44075
217,57080,57080.000,953,1293,1587,2190,2573,3892,5009,8158,48002
218,57329,57329.000,956,1299,1599,2180,2534,3863,4929,7993,50066
219,58292,58292.000,974,1304,1570,2141,2365,3608,4774,8683,34103
220,56975,56975.000,964,1270,1552,2193,2573,4008,5213,8271,30232
221,57314,57314.000,958,1279,1566,2179,2558,3968,5078,7932,30358
222,57588,57588.000,967,1312,1609,2169,2436,3690,4739,8449,38727
223,58614,58614.000,959,1282,1543,2131,2413,3774,4978,8247,26155
224,57233,57233.000,957,1292,1592,2184,2579,3917,4961,7969,42960
