Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,707,707.000,5431,19847,52316,120709,125671,395431,557722,836676,1071388
1,2628,2628.000,5417,21019,33608,44781,66339,80250,94593,134771,180328
2,2722,2722.000,5366,20518,31478,44130,64693,77945,87789,137453,209824
3,2716,2716.000,5442,20670,29082,44130,65367,79202,87532,137029,276493
4,2717,2717.000,5091,20317,28795,44133,64944,79425,91652,135786,194101
5,2756,2756.000,5218,20333,26991,43331,63422,78604,88130,135170,193340
6,2774,2774.000,5448,20466,25907,43414,64177,77474,86153,134592,179605
7,2677,2677.000,5508,20531,39155,44887,66529,81305,101071,141564,202415
8,2759,2759.000,5302,20194,24684,43392,64538,78615,106955,134500,189332
9,2790,2790.000,5405,20303,28806,42985,63712,78502,85600,133109,192238
10,2710,2710.000,5358,20205,41393,44278,64781,79035,105367,135610,202697
11,2811,2811.000,5260,20099,38466,42851,62889,76564,84296,131838,154000
12,2793,2793.000,5233,20303,24044,42945,63579,77816,87412,135814,166528
13,2749,2749.000,5388,20412,27054,43600,64440,78652,87837,136224,200542
14,2640,2640.000,5289,20367,34490,45333,68232,81962,109299,137660,206258
15,2711,2711.000,5319,20342,28933,44365,65503,79122,88552,135718,209678
16,2784,2784.000,5206,20573,25327,43015,65249,78056,86324,136028,185478
17,2754,2754.000,5356,20329,24645,43667,65582,78766,87733,134723,190070
18,2574,2574.000,5470,20171,42188,46614,68052,84812,117891,142803,193103
19,2578,2578.000,5148,20676,43259,46341,67890,82119,109596,135700,202761
20,2673,2673.000,5208,20215,25761,44751,66471,81750,110472,139458,195734
21,2741,2741.000,5315,19985,25388,44068,65087,78968,101148,136924,216272
22,2698,2698.000,5207,20051,41850,44448,65070,79920,109674,135808,192632
